chunk_id,doc_id,source_file,page_no_start,page_no_end,section_heading,chunk_text
d595_p19_c2,d595,d595.pdf,19,19,,"is evaluated, the supervisors should address with management any weaknesses detected in the system, excess concentrations, the classification of problem exposures and the estimation of any additional provisions and the effect on the bank’s profitability of any suspension of interest accruals. In those instances where supervisors determine that a bank’s overall credit risk management system is not adequate or effective for that bank’s specific credit risk profile, they should ensure the bank takes the appropriate actions to improve promptly its credit risk management process. 72. Supervisors should consider setting prudential limits that would apply to all banks, irrespective of the quality of their credit risk management process. Supervisors set prudential limits to restrict bank exposures to single counterparties or groups of connected counterparties. Supervisors may also want to impose certain reporting requirements for credits of a particular type or exceeding certain established levels. The supervisor obtains information on a regular basis and in relevant detail or has access to information concerning the classification of exposures, collateral and other risk mitigants, provisions and write-offs, on country and transfer risk, on concentrations within a bank’s portfolio, including sectoral, geographical and currency exposures (see BCP40.42(6), BCP40.49(5), BCP40.44(4)). Supervisors require banks to report (or acquire through other means) information on individual related-party transactions that are material (see BCP40.47(7)). Principles for the management of credit risk 15"
section1_1_p1_c1,section1_1,section1-1.pdf,1,1,,BASIC EXAMINATION CONCEPTS AND GUIDELINES Section 1.1 RATIONALE OF BANK EXAMINATIONS ................... 2 Loan Discussion ..................................................... 17 CONDUCT OF EXAMINATIONS ................................... 2 Material Preliminary Findings ............................... 17 Prohibition Against Political Communication ............... 2 Management Meetings ........................................... 17 RATING SYSTEM ............................................................ 2 Meetings with Directors .............................................. 17 Introduction ................................................................... 2 Banks Assigned a Composite Rating of 4 or 5 ....... 17 UFIRS Overview ........................................................... 3 Banks Assigned a Composite Rating of 3 .............. 17 Disclosure of Ratings .................................................... 3 Banks Assigned a Composite Rating of 1 or 2 ....... 17 Discussions with Management ...................................... 3 Matters Requiring Board Attention (MRBA) ........ 18 Examination Letters ...................................................... 4 Other Considerations .............................................. 18 EXAMINATION FREQUENCY ...................................... 4 OTHER SOURCES OF INFORMATION ...................... 18 Alternate Examinations ................................................. 5 Trust Department ........................................................ 19 Specialty Examination Intervals .................................... 5 Information Technology ............................................. 19 Insured Branches of Foreign Banks ............................... 5 Bank Secrecy Act........................................................ 19 EXAMINATION TYPES .................................................. 6 Consumer Protection ................................................... 19 Risk-Focused Supervision ............................................. 6 Summary ..................................................................... 20 Full-Scope Examinations............................................... 6 DISCLOSING REPORTS OF EXAMINATION ............ 20 Point-in-Time and Continuous Examination EXAMINATION WORKPAPERS ................................. 20 Processes ................................................................... 6 Introduction ................................................................. 20 Limited-Scope Examinations and Visitations ............... 7 Safeguarding Examination Information ...................... 20 Institutions Subject to Corrective Actions ..................... 7 Examination Documentation (ED) Modules ............... 21 Newly Chartered Insured Institutions ............................ 7 Substance of Workpapers ........................................... 21 Examination and Visitation Cycles ........................... 8 Filing of Workpapers .................................................. 21 Monitoring Activities ............................................... 8 Retention of Workpapers ............................................ 22 Changes in Business Plans ........................................ 8 ADDENDUM TO SECTION 1.1 .................................... 23 Converting to Insured Nonmember Status .................... 8 UFIRS RATINGS DEFINITIONS .................................. 23 Change of Ownership Control ....................................... 9 Composite Ratings ...................................................... 23 COORDINATING EXAMINATION SCHEDULES ........ 9 Composite 1 ........................................................... 23 State Authorities ............................................................ 9 Composite 2 ........................................................... 23 Holding Company Inspections and Subsidiary Composite 3 ........................................................... 23 Institution Examinations ................................................ 9 Composite 4 ........................................................... 23 Interstate Banking and Chain Banks ............................. 9 Composite 5 ........................................................... 23 SCHEDULING GUIDELINES ........................................ 10 Component Ratings ..................................................... 24 Forward-Looking Supervision ..................................... 10 Capital Adequacy ................................................... 24 Scheduling Considerations .......................................... 10 Asset Quality .......................................................... 24 Offsite Analysis and Monitoring ............................ 10 Management ........................................................... 25 Other Financial Indicators ...................................... 11 Earnings ................................................................. 26 Applications or Other Bank-Provided Data ............ 11 Liquidity ................................................................. 27 Known Characteristics ............................................ 11 Sensitivity to Market Risk ...................................... 28 Other Bank Regulators ........................................... 11 Media ...................................................................... 11 Observations/Other ................................................. 11 RELYING ON STATE EXAMINATIONS ..................... 11 COMMUNICATION BETWEEN EXAMINATIONS....
section1_1_p1_c2,section1_1,section1-1.pdf,1,1,,Quality .......................................................... 24 Offsite Analysis and Monitoring ............................ 10 Management ........................................................... 25 Other Financial Indicators ...................................... 11 Earnings ................................................................. 26 Applications or Other Bank-Provided Data ............ 11 Liquidity ................................................................. 27 Known Characteristics ............................................ 11 Sensitivity to Market Risk ...................................... 28 Other Bank Regulators ........................................... 11 Media ...................................................................... 11 Observations/Other ................................................. 11 RELYING ON STATE EXAMINATIONS ..................... 11 COMMUNICATION BETWEEN EXAMINATIONS.... 13 EXAMINATION PLANNING ACTIVITIES ................. 13 Reviewing External Audit Workpapers ....................... 14 Shared-Loss Agreements ............................................. 14 Examination Considerations ................................... 15 Other Examination Considerations ......................... 15 MEETINGS WITH BANK PERSONNEL ...................... 16 Meetings with Management ........................................ 16 Examination Planning ............................................. 16 First Day ................................................................. 16 Follow-up on Prior Examination Issues .................. 17 Strategic Planning and Budget ................................ 17 RMS Manual of Examination Policies 1.1-1 Basic Examination Concepts and Guidelines (10/2025) Federal Deposit Insurance Corporation
section1_1_p2_c1,section1_1,section1-1.pdf,2,2,,"BASIC EXAMINATION CONCEPTS AND GUIDELINES Section 1.1 RATIONALE OF BANK EXAMINATIONS Prohibition Against Political Communication The Federal Deposit Insurance Corporation conducts bank FDIC employees should avoid any form of political examinations to ensure public confidence in the banking communication with insured depository institutions that system and to protect the Deposit Insurance Fund. could be perceived as suggesting the examination process is Maintaining public confidence in the banking system is influenced by political considerations, or that the bank essential because customer deposits are a primary funding should take a particular position on legislative issues. source that depository institutions use to meet fundamental Examinations must be kept free from political objectives such as providing financial services. considerations, or the appearance of being influenced by Safeguarding the integrity of the Deposit Insurance Fund is political considerations, in order to maintain the integrity necessary to protect customers’ deposits and resolve failed and effectiveness of the examination process. FDIC banks. employees should promptly inform their regional office of any situation they feel compromised this policy. Onsite examinations help ensure the stability of insured depository institutions by identifying undue risks and weak ← risk management practices. Examination activities center RATING SYSTEM on evaluating an institution’s capital, assets, management, earnings, liquidity, and sensitivity to market risk. Introduction Evaluating a bank’s adherence to laws and regulations is also an important part of bank examinations and is given The Uniform Financial Institutions Rating System (UFIRS) high priority by Congress and bank supervisors. was adopted by the Federal Financial Institutions Examination Council (FFIEC) on November 13, 1979, and Finally, bank examinations play a key role in the updated in December 1996. Over the years, the UFIRS supervisory process by helping the FDIC identify the cause proved to be an effective supervisory tool for evaluating and severity of problems at individual banks and emerging financial institutions on a uniform basis and for identifying risks in the financial-services industry. The accurate institutions requiring special attention. Changes in the identification of existing and emerging risks helps the FDIC banking industry and regulatory policies prompted a develop effective corrective measures for individual revision of the 1979 rating system. The 1996 revisions to institutions and broader supervisory strategies for the the UFIRS include the addition of a sixth component industry. addressing sensitivity to market risk, the explicit reference to the quality of risk management processes in the ← management component, and the identification of risk"
section1_1_p2_c2,section1_1,section1-1.pdf,2,2,,"prompted a develop effective corrective measures for individual revision of the 1979 rating system. The 1996 revisions to institutions and broader supervisory strategies for the the UFIRS include the addition of a sixth component industry. addressing sensitivity to market risk, the explicit reference to the quality of risk management processes in the ← management component, and the identification of risk CONDUCT OF EXAMINATIONS elements within the composite and component rating descriptions. Given the fundamental reasons for conducting examinations, regulatory personnel must have access to all The UFIRS takes into consideration certain financial, records and employees of a bank during an examination. managerial, and compliance factors that are common to all institutions. Under this system, the supervisory agencies Sections 10(b) and (c) of the Federal Deposit Insurance Act endeavor to ensure all financial institutions are evaluated in (FDI Act) empower examiners to make a thorough a comprehensive and uniform manner, and that supervisory examination of a bank’s affairs. Examiners should contact attention is appropriately focused on institutions exhibiting their regional office for guidance if faced with serious financial and operational weaknesses or adverse trends. impediments to an examination, including uncooperative executive officers, or restricted access to bank employees or The UFIRS also serves as a useful vehicle for identifying records. The regional office will determine an appropriate institutions with deficiencies in particular component areas. solution to enable examiners to obtain the information Further, the rating system assists Congress in assessing the needed to complete the examination. In such cases, aggregate strength of the financial industry and following examiners should document all significant examination risk management trends. As such, the UFIRS assists obstacles and the regional office’s resolution of the regulatory agencies in fulfilling their mission of maintaining situation. stability and public confidence in the nation’s financial system. Basic Examination Concepts and Guidelines (10/2025) 1.1-2 RMS Manual of Examination Policies Federal Deposit Insurance Corporation"
section1_1_p3_c1,section1_1,section1-1.pdf,3,3,,"BASIC EXAMINATION CONCEPTS AND GUIDELINES Section 1.1 UFIRS Overview are actively involved in the oversight and management of day-to-day operations may use relatively basic risk Under the UFIRS, each financial institution is assigned a assessment, risk management, and internal control systems. composite rating based on an evaluation of six financial and Institutions that are more complex need formal, operational components, which are also rated. The multifaceted systems and internal controls to provide the component ratings reflect an institution’s capital adequacy, information managers and directors need to monitor and asset quality, management capabilities, earnings direct higher risk activities. sufficiency, liquidity position, and sensitivity to market risk (commonly referred to as CAMELS ratings). When Consumer Compliance, Community Reinvestment Act, and assigning ratings, examiners consider an institution’s size specialty examination findings and ratings are also taken and sophistication, the nature and complexity of its into consideration, as appropriate, when assigning activities, and its general risk profile. component and composite ratings under the UFIRS. Specialty examination areas include: Bank Secrecy Act, Composite and component ratings are assigned based on a Information Technology (IT), Trust, Government Security numerical scale from 1 to 5, with 1 indicating the highest Dealers, Municipal Security Dealers, and Registered rating, strongest performance and risk management Transfer Agent. practices, and least degree of supervisory concern. A 5 rating indicates the lowest rating, weakest performance and An addendum at the end of this section contains definitions risk management practices, and highest degree of and descriptions of the UFIRS composite and component supervisory concern. ratings. A bank’s composite rating generally bears a close Disclosure of Ratings relationship to its component ratings. However, the composite rating is not derived by averaging the component The FDIC believes it is appropriate to disclose the UFIRS ratings. Each component rating is based on a qualitative component and composite ratings to bank management. analysis of the factors composing that component and its Disclosure of the UFIRS ratings helps ensure banks interrelationship with other components. When assigning a implement appropriate risk management practices by composite rating, some components may be given more allowing a more open and complete discussion of weight than others depending on the situation at an examination findings and recommendations. institution. In general, assignment of a composite rating may incorporate any factor that bears significantly on the Additionally, open discussion of the CAMELS ratings overall condition of the financial institution. Composite and provides institutions with a"
section1_1_p3_c2,section1_1,section1-1.pdf,3,3,,"be given more allowing a more open and complete discussion of weight than others depending on the situation at an examination findings and recommendations. institution. In general, assignment of a composite rating may incorporate any factor that bears significantly on the Additionally, open discussion of the CAMELS ratings overall condition of the financial institution. Composite and provides institutions with a better understanding of how component ratings are disclosed to an institution’s board of ratings are derived and enables management to better directors and senior management. However, banks cannot, address weaknesses in specific areas. except in very limited circumstances, disclose the ratings or any part of a report of examination (ROE) without the prior Discussions with Management written consent of their primary federal regulator. Generally, the examiner-in-charge (EIC) should discuss the Management’s ability to respond to changing circumstances recommended component and composite ratings with senior and address risks that result from new business conditions, management and, when appropriate, the board of directors, activities, or products is an important factor in determining near the conclusion of the examination. Examiners should an institution’s risk profile and the level of supervisory clearly explain that their ratings are tentative and subject to concern. For this reason, the management component is the review and final approval by the regional director or given special consideration when assigning a composite designee. Examiners should follow regional guidance rating. regarding the disclosure of component and composite ratings of 3 or worse. Generally, in these situations, The ability of management to identify and control the risks examiners should contact the regional office overseeing the of its operations is also taken into account when assigning institution and discuss the proposed ratings with the case each component rating. All institutions should properly manager or assistant regional director prior to disclosing the manage their risks; however, appropriate management ratings to management or the board. practices vary considerably among financial institutions depending on their size, complexity, and risk profile. Less Examiners should discuss the key factors they considered complex institutions that are engaged solely in traditional when assigning component and composite ratings with banking activities and whose directors and senior managers management and the board. Examiners should also explain RMS Manual of Examination Policies 1.1-3 Basic Examination Concepts and Guidelines (10/2025) Federal Deposit Insurance Corporation"
section1_1_p4_c1,section1_1,section1-1.pdf,4,4,,"BASIC EXAMINATION CONCEPTS AND GUIDELINES Section 1.1 that the composite rating is not based on a numerical average but rather a qualitative evaluation of an institution’s Immediate corrective measures, including the issuance of a overall managerial, operational, and financial performance. temporary order requiring an institution to cease and desist, may be appropriate in higher-risk situations. If examiners The management component rating may be particularly believe such action should be considered, they should sensitive and important. The quality of management is discuss the situation with the field supervisor and regional often the single most important element in the successful case manager without delay. operation of an insured institution. It is usually the factor most indicative of how well risk is identified and controlled. ← For this reason, examiners should thoroughly review and EXAMINATION FREQUENCY explain the factors considered when assigning the management rating. Written comments in support of the The first priority of the Division of Risk Management management rating should include an assessment of the Supervision (RMS) is the effective oversight of banks effectiveness of existing policies and procedures in requiring special attention. The identification and identifying and managing risks. supervision of banks requiring special attention is best accomplished through the examination process. Examiners should remind management that all examination findings, including the composite and component ratings Section 337.12 of the FDIC Rules and Regulations whether disclosed verbally or in the written ROE, are implements Section 10(d) of the FDI Act and governs the subject to the confidentiality rules imposed by Part 309 of frequency of examinations for insured state nonmember the FDIC Rules and Regulations. banks and state savings associations. Section 347.211 governs the examination frequency of branches of foreign The regional office should inform management if there are banks. material processing delays or substantive changes to the ROE that modify the preliminary examination findings or Section 337.12 requires a full-scope, onsite examination of recommendations disclosed at examination exit meetings. every insured state nonmember bank and state savings association at least once during each 12-month period. Examination Letters Annual examination intervals may be extended to 18 months under the following conditions: The FDIC’s expectations for troubled institutions should be clearly communicated to bank management between the • The bank has total assets of less than $3 billion; close of an examination and the issuance of an enforcement • The bank is well capitalized as defined in Section action. An"
section1_1_p4_c2,section1_1,section1-1.pdf,4,4,,"examination intervals may be extended to 18 months under the following conditions: The FDIC’s expectations for troubled institutions should be clearly communicated to bank management between the • The bank has total assets of less than $3 billion; close of an examination and the issuance of an enforcement • The bank is well capitalized as defined in Section action. An examination letter should be delivered by FDIC 324.403(b)(1) of the FDIC Rules and Regulations; field supervisors to chief executive officers/presidents • The bank was assigned a management component during examination exit meetings, or earlier, for any bank rating of 1 or 2 at the most recent FDIC or applicable newly assigned a CAMELS composite 3 rating or worse. state examination; • The bank was assigned a composite rating of 1 or 2 at Examination letters should notify management that the the most recent FDIC or applicable state examination; institution’s composite rating was tentatively downgraded • The bank currently is not subject to a formal and convey the expectation that management stabilize the enforcement proceeding or order by the FDIC, OCC, institution’s risk profile and strengthen its financial or Federal Reserve System; and condition. The letter should notify management that actions • No person acquired control of the bank during the taken to materially expand the institution’s balance sheet or preceding 12-month period in which a full-scope, risk profile are inconsistent with supervisory expectations. onsite examination would have been required but for The letter should also inform management they are required the above noted exceptions. to obtain a non-objection from the regional director before engaging in any transactions that would materially change These rules apply similarly to U.S. branches or agencies of the institution’s balance sheet composition, such as a foreign bank with total assets less than $3 billion if the significantly increasing total assets or volatile funding sources. If practical, state banking departments should be included as a joint issuer of examination letters relating to FDIC-supervised examinations. Furthermore, an examination letter should be arranged if a downgrade is anticipated due to a state examination. Basic Examination Concepts and Guidelines (10/2025) 1.1-4 RMS Manual of Examination Policies Federal Deposit Insurance Corporation"
section1_1_p5_c1,section1_1,section1-1.pdf,5,5,,"BASIC EXAMINATION CONCEPTS AND GUIDELINES Section 1.1 office received a composite Federal Reserve ROCA1 rating subject to the same examination intervals, including of 1 or 2 at its most recent examination. In all cases, the appropriate extensions, as risk management examinations. FDIC reserves the right to examine more frequently if the agency deems it necessary. In situations where rating differences or alternate state examinations result in examination intervals that are not The FDIC strives to conduct risk management and specialty conducive to scheduling concurrent examinations, regional examinations of all state nonmember banks within directors can make reasonable adjustments to specialty prescribed intervals. If examination frequency examination intervals to accommodate concurrent requirements, other than a few nominal and non-recurring examinations. Reasonable adjustments include extending exceptions, cannot be met, regional directors should prepare the examination cycle for 1- and 2-rated specialty areas. and submit a memorandum to the Director of RMS. The Although not permitted by statute for safety and soundness memorandum should include a description of the nature and examinations, internal policy allows regional directors to cause of the situation and a description of any needed, extend the examination cycle for 3-rated specialty areas. planned, or implemented corrective measures designed to Specialty areas rated 4 or 5 should normally not be extended maintain an adequate supervision program. beyond a one-year interval. Additionally, since Municipal Securities Dealers are subject to a two-year examination Alternate Examinations cycle under Municipal Securities Rulemaking Board rules, any adjustment in this area should not exceed the two-year Examinations may be conducted in alternate 12- or 18- requirement. The possibility of conducting specialty month periods if the FDIC determines that a full-scope, examinations with state authorities should be explored if onsite examination completed by the appropriate state reasonable adjustments can be made. supervisory authority during the interim period is acceptable. However, such alternate examinations should When the state supervisory authority has responsibility for be accepted only for the following institutions: composite conducting the safety and soundness examination, the FDIC 1- or 2-rated institutions, and stable and improving is not required to conduct any specialty examinations that composite 3-rated institutions if the composite rating is the state authority does not conduct, with the exception of confirmed by an offsite review and no adverse trends are Bank Secrecy Act (BSA) examinations. The FDIC is noted from other available information. The length of time required to conduct a BSA examination if"
section1_1_p5_c2,section1_1,section1-1.pdf,5,5,,"not required to conduct any specialty examinations that composite 3-rated institutions if the composite rating is the state authority does not conduct, with the exception of confirmed by an offsite review and no adverse trends are Bank Secrecy Act (BSA) examinations. The FDIC is noted from other available information. The length of time required to conduct a BSA examination if the state does not between the end of one examination and the start of the next conduct a BSA examination. (whether one or both of the examinations are conducted by a state supervisory agency or the FDIC) should not exceed Insured Branches of Foreign Banks 12- or 18-months. Insured branches of foreign banks must be examined every For purposes of monitoring compliance with examination 12 months under Section 10(d) of the FDI Act. However, frequency schedules, the end of the examination is defined Section 347.211 of the FDIC Rules and Regulations as the earlier of the date the EIC submits the report for specifies that domestic branches of foreign banks may be review, or 60 calendar days from the examination start date considered for an 18-month examination cycle when certain as defined in the Report of Examination Instructions. criteria are met and no other factors suggest more frequent examinations are necessary. To be eligible for an extended Specialty Examination Intervals 18-month examination cycle, a U.S. branch of a foreign bank must: The statutory requirements in Section 10(d) of the FDI Act do not apply to specialty examinations. Thus, specialty • Have total assets of less than $3 billion; examinations are governed by internal RMS policy. • Have a composite ROCA supervisory rating of 1 or 2 Specialty examinations should generally be conducted at its most recent examination; concurrently with risk management examinations, except • Not be subject to a formal enforcement action; when the size or arrangement of a department makes it • Not have undergone a change in control during the impractical or inefficient to do so. Although there will be preceding 12 months; and some differences, specialty examinations are generally 1 The ROCA components are: Risk management, Operational controls, Compliance, and Asset quality. RMS Manual of Examination Policies 1.1-5 Basic Examination Concepts and Guidelines (10/2025) Federal Deposit Insurance Corporation"
section1_1_p6_c1,section1_1,section1-1.pdf,6,6,,"BASIC EXAMINATION CONCEPTS AND GUIDELINES Section 1.1 • Have Tier 1 and total risk-based capital ratios (at the The FDIC’s long-standing philosophy and methods for foreign bank) of at least 6 percent and 10 percent, examining institutions are fully described within this respectively, when reported on a consolidated basis; or manual in Section 20.1 Risk-Focused, Forward-Looking • Have maintained on a daily basis (over the previous Safety and Soundness Supervision. Examiners should be three quarters) eligible assets in an amount not less conducting examination activities consistent with Section than 108 percent of the preceding quarter’s average 20.1. third-party liabilities, and have sufficient liquidity currently available to meet its obligations to third Full-Scope Examinations parties. The minimum requirements of a full-scope examination are Additional factors may also be considered in determining defined as the procedures necessary to complete the examination frequency, including certain discretionary mandatory pages of the uniform ROE and evaluate all standards outlined in Section 347.211. components (Capital, Asset Quality, Management, Earnings, Liquidity, and Sensitivity to Market Risk) of the ← UFIRS rating system. The completion of additional steps EXAMINATION TYPES and pages may also be appropriate. Risk-Focused Supervision In a full-scope examination, all examination activities are considered in the overall assessment of the institution. These activities include the Risk Management, IT, Effective risk management is central to safe and sound BSA/Anti-Money Laundering (AML)/ Office of Foreign banking. The objective of a risk-focused examination is to Assets Control, Trust, Registered Transfer Agent, efficiently evaluate the safety and soundness of a bank. Municipal Securities Dealer, and Government Securities Examiners should focus their resources on a bank’s highDealer examination programs. Examination ratings (when risk areas when assessing risk management programs, assigned) and summary comments should be included in the financial conditions, internal controls, etc. The exercise of risk management ROE. Compliance and Community examiner judgment to determine the scope and depth of Reinvestment Act examination activities are included in the review in each functional area is crucial to the success of the overall supervision program with separate reports and risk-focused supervisory process. Examiners should make examination cycles. risk-scoping decisions on a case-by-case basis in consultation with their supervisory examiner, field Point-in-Time and Continuous Examination Processes supervisor, or the bank’s case manager. For most institutions, full-scope examinations are The most effective examination approach focuses examiner performed at a point in time. Examiners plan the resources on assessing management’s ability to identify and"
section1_1_p6_c2,section1_1,section1-1.pdf,6,6,,"process. Examiners should make examination cycles. risk-scoping decisions on a case-by-case basis in consultation with their supervisory examiner, field Point-in-Time and Continuous Examination Processes supervisor, or the bank’s case manager. For most institutions, full-scope examinations are The most effective examination approach focuses examiner performed at a point in time. Examiners plan the resources on assessing management’s ability to identify and examination; conduct examination procedures over a control risks. Internal and external audits, loan reviews, and discrete period of time; complete ROE pages, assign the other control activities are integral considerations in an UFIRS ratings, and communicate examination findings. At assessment of a bank’s risk profile. Refer to the Internal the conclusion of this process and after appropriate review, Routine and Controls section of this Manual for an in-depth an ROE is issued to the institution. discussion of this area. For certain institutions that are larger, more complex, or Examiners should consider the adequacy of audit and present a higher risk profile, full-scope examinations are control practices in determining a bank’s risk profile and, performed continuously over the course of a year. For when appropriate, try to reduce regulatory burdens by continuous examinations, the planning phase describes the testing rather than duplicating the work of a bank’s audit types of activities to be performed and evaluation of the and control functions. Transaction testing remains a reliable UFIRS components over the year. and essential examination technique for use in the assessment of a bank’s condition. However, the amount of The continuous examination process includes onsite transaction testing necessary to evaluate activities generally targeted reviews of areas the examiner determines are depends on the quality of the bank’s risk management necessary to complete a full-scope examination; ongoing processes. Once the integrity of the bank’s risk monitoring and assessment of institution risks, policies, management system is verified through testing, conclusions procedures, and financial condition; and frequent regarding the extent of risks within an activity can often be communication with institution management. A dedicated based on the results of internal reports rather than in-depth, or designated EIC oversees the continuous examination onsite assessments. Basic Examination Concepts and Guidelines (10/2025) 1.1-6 RMS Manual of Examination Policies Federal Deposit Insurance Corporation"
section1_1_p7_c1,section1_1,section1-1.pdf,7,7,,"BASIC EXAMINATION CONCEPTS AND GUIDELINES Section 1.1 process and may be supported by additional dedicated generally include limited-scope reviews. The onsite examination staff and other staff depending on the size, reviews should include an evaluation of management’s complexity, and risk profile of the institution being understanding of, and adherence to, the provisions of the examined. In addition to frequent communication with corrective program. Limited-scope reviews should be institution management, supervisory letters are issued to the scheduled within six months after an enforcement action is board and institution management after each targeted issued to evaluate an institution’s progress in implementing review that convey the findings (including supervisory the corrective program. Particular attention should be recommendations when appropriate). Other, ad hoc written focused on the primary cause of the institution’s problems communications to institution management may also be and the principal objectives of corrective programs. If a issued based on ongoing monitoring activities or other decision is made to forego or delay an interim onsite review, intervening supervisory events or activities. Additionally, the reasons should be documented in regional office files. at the end of the continuous examination cycle, an ROE is issued to the institution that aggregates and summarizes Newly Chartered Insured Institutions findings from examination and other supervisory activities performed throughout the cycle and assigns the UFIRS Adverse economic conditions and other factors often affect ratings. newly chartered institutions more than established institutions, and the failure rates of de novo institutions Limited-Scope Examinations and Visitations exceed those of established institutions. Therefore, unseasoned institutions pose a material risk to the Deposit The terms limited-scope examination and visitation are Insurance Fund (DIF) and warrant close regulatory interchangeable and may be defined as any review that does oversight. not meet the minimum requirements of a full-scope examination. Because the reviews are not full-scope Among noted concerns, de novo institutions that deviate examinations, they do not satisfy the requirements of from approved business plans, especially with respect to Section 10(d) of the FDI Act. Examiners may conduct the real estate and development loans, are of particular concern reviews for a variety of reasons, such as to assess changes to supervisory personnel. Other, common risk factors in an institution’s risk profile or to monitor compliance with observed at troubled or failed de novo institutions during corrective programs. Examiners may also conduct the their first three years of operation include: reviews to investigate adverse or unusual"
section1_1_p7_c2,section1_1,section1-1.pdf,7,7,,"of particular concern reviews for a variety of reasons, such as to assess changes to supervisory personnel. Other, common risk factors in an institution’s risk profile or to monitor compliance with observed at troubled or failed de novo institutions during corrective programs. Examiners may also conduct the their first three years of operation include: reviews to investigate adverse or unusual situations, to determine progress in correcting deficiencies, or to assess • Non-compliance with orders approving deposit compliance with supervisory requirements established insurance, through an order. • Inadequate risk management controls, • Rapid growth, Limited-scope reviews may address the overall condition of • Concentrations in higher risk assets, the institution, material changes since the previous • Over reliance on volatile funding sources, examination, or areas that exhibit more than normal risk. • Problematic third-party relationships, Depending on the scope, purpose, and sufficiency of the • Weak compliance management systems, and reviews, examiners can assign composite ratings and • Unseasoned loan portfolios. component ratings. Component ratings for areas that were not sufficiently reviewed should be brought forward from In all cases, major deviations from, or material changes to, the previous examination. approved business plans by newly insured institutions warrant in-depth analysis to assess risks to the institution Examiners are not required to complete standard ROE and the DIF. In order to better identify risks and strengthen schedules when completing limited-scope reviews. supervisory responses to identified risks, supervisory However, they may include applicable schedules in their personnel should: report to clarify findings or recommendations. Results should generally be conveyed in a memorandum from the • Employ appropriate onsite and offsite supervisory EIC to the regional director. The results of a review, if sent practices; to the institution, can be in any appropriate format. • Carefully coordinate risk management, compliance, and interagency activities; Institutions Subject to Corrective Actions • Monitor activities, at least quarterly, for changes to, or deviations from, established business plans; and Supervisory strategies for institutions operating under an enforcement action, particularly formal actions, should RMS Manual of Examination Policies 1.1-7 Basic Examination Concepts and Guidelines (10/2025) Federal Deposit Insurance Corporation"
section1_1_p8_c1,section1_1,section1-1.pdf,8,8,,"BASIC EXAMINATION CONCEPTS AND GUIDELINES Section 1.1 • Clearly define expectations to management regarding • Reviewing institutions’ conformity with business the timing, type, and documentation required to satisfy plans, supervisory monitoring activities. • Evaluating compliance with any outstanding conditions, and Orders granting federal deposit insurance require bank • Documenting their findings in reports of examination. management to seek prior approval for any major deviation, or material change, from the institution’s approved business Changes in Business Plans plan. To ensure that this requirement is met, the board should monitor the institution’s performance for early signs There is a significant degree of judgment involved in that correction is needed or that a request for a change in determining a major deviation or material change in a business plan is necessary. business plan. Such changes may be evidenced by shifts in asset or liability mix; variances in loan, deposit, or total If a major deviation or material change to approved business asset volumes from original projections; or the introduction plans is identified by the FDIC during an examination or or deletion of a specific business strategy (such as the other review, the case manager or examiner-in-charge initiation of subprime lending or the gathering of brokered should document the deviation/change in a memorandum to deposits). Business plans generally address a number of the regional director and include an assessment of the factors that include, but are not limited to: riskiness of the deviation/change. In such circumstances, prompt communication to bank management is necessary, • Geographic markets; and proactive, supervisory action is appropriate. • Loan products and services; • Investment strategies and levels; Examination and Visitation Cycles • Deposit products and services; • Other services, such as private banking or trust If a newly chartered and insured institution is a subsidiary services; of a multi-bank holding company that is in satisfactory • Liquidity strategies and funding sources; condition, normal examination cycles should be followed at • Delivery channels, particularly through third-party the regional director’s discretion; otherwise, a limited-scope relationships; examination should be conducted within the first six months • Fixed assets (e.g., branches/loan production offices); of operation and a full-scope examination within the first • Other activities (on- or off-balance sheet), including twelve months of operation. Subsequent to the first fee-for-service activities; examination and through the third year of operation, at least one examination should be performed each year. Extended • Customer categories (such as"
